geometry_model,metric,model,n_points,n_states,n_strings,plot_prefix,scratchpad_mode,seed,task,value
trained,kmeans_purity_true_state,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,0.5980903415350716
trained,kmeans_silhouette,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,0.5294162631034851
trained,within_state_distance,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,11.996389389038086
trained,between_state_distance,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,14.028307914733887
trained,between_within_ratio,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,1.1693775068315557
trained,umap_available_and_plotted,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,1.0
random_init,pca_explained_variance_pc1,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,0.594670295715332
random_init,pca_explained_variance_pc2,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,0.12659740447998047
random_init,pca_explained_variance_sum2,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,0.7212677001953125
random_init,kmeans_ari_true_state,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,0.005558447060348639
random_init,kmeans_nmi_true_state,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,0.006632945732413019
random_init,kmeans_purity_true_state,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,0.37436650752846123
random_init,kmeans_silhouette,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,0.40449443459510803
random_init,within_state_distance,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,14.836487770080566
random_init,between_state_distance,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,15.00467586517334
random_init,between_within_ratio,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,1.0113361125422111
random_init,umap_available_and_plotted,cot_pad,13615,3,800,mod3_cot_pad_random_init_seed0,pad,0,mod3,1.0
trained,pca_explained_variance_pc1,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,0.4638161063194275
trained,pca_explained_variance_pc2,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,0.19382305443286896
trained,pca_explained_variance_sum2,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,0.6576391458511353
trained,kmeans_ari_true_state,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,5.321865584255172e-05
trained,kmeans_nmi_true_state,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,0.0024133464749184794
trained,kmeans_purity_true_state,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,0.3525378198784109
trained,kmeans_silhouette,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,0.6564514636993408
trained,within_state_distance,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,11.701053619384766
trained,between_state_distance,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,11.723755836486816
trained,between_within_ratio,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,1.001940185716647
trained,umap_available_and_plotted,direct,14146,3,800,mod3_direct_trained_seed1,none,1,mod3,1.0
random_init,pca_explained_variance_pc1,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,0.6684910655021667
random_init,pca_explained_variance_pc2,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,0.11943209171295166
random_init,pca_explained_variance_sum2,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,0.7879231572151184
random_init,kmeans_ari_true_state,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,0.005478003367305159
random_init,kmeans_nmi_true_state,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,0.006234382001412175
random_init,kmeans_purity_true_state,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,0.3752297469249258
random_init,kmeans_silhouette,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,0.43890655040740967
random_init,within_state_distance,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,14.608287811279297
random_init,between_state_distance,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,14.77569580078125
random_init,between_within_ratio,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,1.011459795402764
random_init,umap_available_and_plotted,direct,14146,3,800,mod3_direct_random_init_seed1,none,1,mod3,1.0
trained,pca_explained_variance_pc1,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,0.4706432819366455
trained,pca_explained_variance_pc2,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,0.40786436200141907
trained,pca_explained_variance_sum2,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,0.8785076141357422
trained,kmeans_ari_true_state,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,1.0
trained,kmeans_nmi_true_state,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,1.0
trained,kmeans_purity_true_state,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,1.0
trained,kmeans_silhouette,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,0.6998631358146667
trained,within_state_distance,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,5.599133491516113
trained,between_state_distance,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,19.10282325744629
trained,between_within_ratio,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,3.411746350822169
trained,umap_available_and_plotted,cot_true,14146,3,800,mod3_cot_true_trained_seed1,true,1,mod3,1.0
random_init,pca_explained_variance_pc1,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,0.5840743184089661
random_init,pca_explained_variance_pc2,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,0.12681163847446442
random_init,pca_explained_variance_sum2,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,0.7108859419822693
random_init,kmeans_ari_true_state,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,0.005419781447592195
random_init,kmeans_nmi_true_state,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,0.005659147594649412
random_init,kmeans_purity_true_state,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,0.3746642160328008
random_init,kmeans_silhouette,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,0.3802550733089447
random_init,within_state_distance,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,14.856879234313965
random_init,between_state_distance,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,15.08541488647461
random_init,between_within_ratio,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,1.0153824803013012
random_init,umap_available_and_plotted,cot_true,14146,3,800,mod3_cot_true_random_init_seed1,true,1,mod3,1.0
trained,pca_explained_variance_pc1,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,0.33371439576148987
trained,pca_explained_variance_pc2,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,0.2929345369338989
trained,pca_explained_variance_sum2,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,0.6266489028930664
trained,kmeans_ari_true_state,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,0.27804267483116735
trained,kmeans_nmi_true_state,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,0.45252536693399753
trained,kmeans_purity_true_state,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,0.7021772939346812
trained,kmeans_silhouette,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,0.4556564688682556
trained,within_state_distance,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,12.071046829223633
trained,between_state_distance,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,15.382393836975098
trained,between_within_ratio,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,1.2743214449085556
trained,umap_available_and_plotted,cot_pad,14146,3,800,mod3_cot_pad_trained_seed1,pad,1,mod3,1.0
random_init,pca_explained_variance_pc1,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,0.5812711715698242
random_init,pca_explained_variance_pc2,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,0.13319870829582214
random_init,pca_explained_variance_sum2,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,0.7144699096679688
random_init,kmeans_ari_true_state,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,0.005350130726344808
random_init,kmeans_nmi_true_state,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,0.005213456860116773
random_init,kmeans_purity_true_state,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,0.3740986851406758
random_init,kmeans_silhouette,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,0.3880435526371002
random_init,within_state_distance,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,14.852255821228027
random_init,between_state_distance,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,15.059487342834473
random_init,between_within_ratio,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,1.0139528650799465
random_init,umap_available_and_plotted,cot_pad,14146,3,800,mod3_cot_pad_random_init_seed1,pad,1,mod3,1.0
trained,pca_explained_variance_pc1,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,0.45257487893104553
trained,pca_explained_variance_pc2,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,0.20220790803432465
trained,pca_explained_variance_sum2,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,0.654782772064209
trained,kmeans_ari_true_state,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,0.0015486995914213268
trained,kmeans_nmi_true_state,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,0.001787843641468501
trained,kmeans_purity_true_state,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,0.36294083357621687
trained,kmeans_silhouette,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,0.44321680068969727
trained,within_state_distance,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,14.505456924438477
trained,between_state_distance,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,14.502954483032227
trained,between_within_ratio,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,0.999827482759124
trained,umap_available_and_plotted,direct,13724,3,800,mod3_direct_trained_seed2,none,2,mod3,1.0
random_init,pca_explained_variance_pc1,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,0.6857823133468628
random_init,pca_explained_variance_pc2,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,0.1094074472784996
random_init,pca_explained_variance_sum2,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,0.7951897382736206
random_init,kmeans_ari_true_state,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,0.005044844738790738
random_init,kmeans_nmi_true_state,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,0.005498445538999159
random_init,kmeans_purity_true_state,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,0.37212183037015445
random_init,kmeans_silhouette,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,0.45351606607437134
random_init,within_state_distance,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,14.5795259475708
random_init,between_state_distance,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,14.623348236083984
random_init,between_within_ratio,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,1.003005741659281
random_init,umap_available_and_plotted,direct,13724,3,800,mod3_direct_random_init_seed2,none,2,mod3,1.0
trained,pca_explained_variance_pc1,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,0.45496368408203125
trained,pca_explained_variance_pc2,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,0.4335750937461853
trained,pca_explained_variance_sum2,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,0.8885387778282166
trained,kmeans_ari_true_state,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,1.0
trained,kmeans_nmi_true_state,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,1.0
trained,kmeans_purity_true_state,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,1.0
trained,kmeans_silhouette,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,0.7085902690887451
trained,within_state_distance,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,5.395537376403809
trained,between_state_distance,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,19.16640853881836
trained,between_within_ratio,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,3.5522705528161875
trained,umap_available_and_plotted,cot_true,13724,3,800,mod3_cot_true_trained_seed2,true,2,mod3,1.0
random_init,pca_explained_variance_pc1,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,0.6263999938964844
random_init,pca_explained_variance_pc2,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,0.1046128123998642
random_init,pca_explained_variance_sum2,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,0.7310128211975098
random_init,kmeans_ari_true_state,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,0.004905136487686951
random_init,kmeans_nmi_true_state,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,0.005845481638879132
random_init,kmeans_purity_true_state,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,0.3713931798309531
random_init,kmeans_silhouette,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,0.3978874385356903
random_init,within_state_distance,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,14.809762954711914
random_init,between_state_distance,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,14.914191246032715
random_init,between_within_ratio,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,1.0070513141662119
random_init,umap_available_and_plotted,cot_true,13724,3,800,mod3_cot_true_random_init_seed2,true,2,mod3,1.0
trained,pca_explained_variance_pc1,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,0.2605331838130951
trained,pca_explained_variance_pc2,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,0.2179677039384842
trained,pca_explained_variance_sum2,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,0.4785009026527405
trained,kmeans_ari_true_state,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,0.23989332097882105
trained,kmeans_nmi_true_state,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,0.42395586836358495
trained,kmeans_purity_true_state,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,0.674511804138735
trained,kmeans_silhouette,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,0.29315266013145447
trained,within_state_distance,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,13.039206504821777
trained,between_state_distance,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,16.184494018554688
trained,between_within_ratio,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,1.2412177084985818
trained,umap_available_and_plotted,cot_pad,13724,3,800,mod3_cot_pad_trained_seed2,pad,2,mod3,1.0
random_init,pca_explained_variance_pc1,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,0.6270801424980164
random_init,pca_explained_variance_pc2,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,0.10629304498434067
random_init,pca_explained_variance_sum2,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,0.7333731651306152
random_init,kmeans_ari_true_state,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,0.004812929988749975
random_init,kmeans_nmi_true_state,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,0.006312746584544372
random_init,kmeans_purity_true_state,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,0.3710288545613524
random_init,kmeans_silhouette,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,0.4020039737224579
random_init,within_state_distance,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,14.786787033081055
random_init,between_state_distance,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,14.875138282775879
random_init,between_within_ratio,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,1.0059750133343481
random_init,umap_available_and_plotted,cot_pad,13724,3,800,mod3_cot_pad_random_init_seed2,pad,2,mod3,1.0
trained,pca_explained_variance_pc1,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,0.48380836844444275
trained,pca_explained_variance_pc2,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,0.18710343539714813
trained,pca_explained_variance_sum2,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,0.6709117889404297
trained,kmeans_ari_true_state,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,0.0012016578988166499
trained,kmeans_nmi_true_state,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,0.0017928563286453835
trained,kmeans_purity_true_state,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,0.3570844179992562
trained,kmeans_silhouette,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,0.4974963366985321
trained,within_state_distance,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,13.722297668457031
trained,between_state_distance,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,13.740799903869629
trained,between_within_ratio,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,1.0013483336289322
trained,umap_available_and_plotted,direct,13445,3,800,mod3_direct_trained_seed3,none,3,mod3,1.0
random_init,pca_explained_variance_pc1,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,0.6641934514045715
random_init,pca_explained_variance_pc2,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,0.10831369459629059
random_init,pca_explained_variance_sum2,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,0.7725071310997009
random_init,kmeans_ari_true_state,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,0.005199476103357347
random_init,kmeans_nmi_true_state,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,0.005160929677776455
random_init,kmeans_purity_true_state,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,0.37292673856452213
random_init,kmeans_silhouette,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,0.4117817282676697
random_init,within_state_distance,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,14.667150497436523
random_init,between_state_distance,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,14.769859313964844
random_init,between_within_ratio,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,1.0070026428477892
random_init,umap_available_and_plotted,direct,13445,3,800,mod3_direct_random_init_seed3,none,3,mod3,1.0
trained,pca_explained_variance_pc1,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,0.47209030389785767
trained,pca_explained_variance_pc2,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,0.42648106813430786
trained,pca_explained_variance_sum2,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,0.8985713720321655
trained,kmeans_ari_true_state,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,1.0
trained,kmeans_nmi_true_state,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,0.9999999999999998
trained,kmeans_purity_true_state,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,1.0
trained,kmeans_silhouette,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,0.7119928002357483
trained,within_state_distance,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,5.294402599334717
trained,between_state_distance,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,19.13806915283203
trained,between_within_ratio,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,3.614774055006108
trained,umap_available_and_plotted,cot_true,13445,3,800,mod3_cot_true_trained_seed3,true,3,mod3,1.0
random_init,pca_explained_variance_pc1,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,0.5905550122261047
random_init,pca_explained_variance_pc2,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,0.12377417832612991
random_init,pca_explained_variance_sum2,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,0.714329183101654
random_init,kmeans_ari_true_state,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,0.004810551025613905
random_init,kmeans_nmi_true_state,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,0.008288844119243645
random_init,kmeans_purity_true_state,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,0.3701747861658609
random_init,kmeans_silhouette,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,0.381859689950943
random_init,within_state_distance,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,14.893658638000488
random_init,between_state_distance,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,15.078314781188965
random_init,between_within_ratio,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,1.012398306398492
random_init,umap_available_and_plotted,cot_true,13445,3,800,mod3_cot_true_random_init_seed3,true,3,mod3,1.0
trained,pca_explained_variance_pc1,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,0.3202700614929199
trained,pca_explained_variance_pc2,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,0.2709945738315582
trained,pca_explained_variance_sum2,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,0.5912646055221558
trained,kmeans_ari_true_state,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,0.31787207749071367
trained,kmeans_nmi_true_state,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,0.4800208490657725
trained,kmeans_purity_true_state,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,0.7241353663071773
trained,kmeans_silhouette,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,0.42253538966178894
trained,within_state_distance,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,12.045204162597656
trained,between_state_distance,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,15.815912246704102
trained,between_within_ratio,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,1.3130464235562826
trained,umap_available_and_plotted,cot_pad,13445,3,800,mod3_cot_pad_trained_seed3,pad,3,mod3,1.0
random_init,pca_explained_variance_pc1,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,0.6048361659049988
random_init,pca_explained_variance_pc2,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,0.11478092521429062
random_init,pca_explained_variance_sum2,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,0.7196170687675476
random_init,kmeans_ari_true_state,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,0.004453864210896844
random_init,kmeans_nmi_true_state,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,0.005063672242600726
random_init,kmeans_purity_true_state,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,0.3689103756043139
random_init,kmeans_silhouette,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,0.3819309175014496
random_init,within_state_distance,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,14.850457191467285
random_init,between_state_distance,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,15.005839347839355
random_init,between_within_ratio,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,1.0104631227421974
random_init,umap_available_and_plotted,cot_pad,13445,3,800,mod3_cot_pad_random_init_seed3,pad,3,mod3,1.0
trained,pca_explained_variance_pc1,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,0.3695429265499115
trained,pca_explained_variance_pc2,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,0.30380648374557495
trained,pca_explained_variance_sum2,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,0.6733493804931641
trained,kmeans_ari_true_state,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,0.0006662043669341281
trained,kmeans_nmi_true_state,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,0.001034204606654143
trained,kmeans_purity_true_state,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,0.3587714881680213
trained,kmeans_silhouette,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,0.4329286217689514
trained,within_state_distance,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,14.425978660583496
trained,between_state_distance,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,14.455303192138672
trained,between_within_ratio,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,1.0020327585562911
trained,umap_available_and_plotted,direct,13903,3,800,mod3_direct_trained_seed4,none,4,mod3,1.0
random_init,pca_explained_variance_pc1,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,0.6817675828933716
random_init,pca_explained_variance_pc2,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,0.11895763874053955
random_init,pca_explained_variance_sum2,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,0.8007252216339111
random_init,kmeans_ari_true_state,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,0.004411982925280829
random_init,kmeans_nmi_true_state,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,0.004605267883246831
random_init,kmeans_purity_true_state,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,0.3729410918506797
random_init,kmeans_silhouette,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,0.45632195472717285
random_init,within_state_distance,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,14.619014739990234
random_init,between_state_distance,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,14.711657524108887
random_init,between_within_ratio,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,1.0063371428079368
random_init,umap_available_and_plotted,direct,13903,3,800,mod3_direct_random_init_seed4,none,4,mod3,1.0
trained,pca_explained_variance_pc1,cot_true,13903,3,800,mod3_cot_true_trained_seed4,true,4,mod3,0.4596022069454193
